Date,Text,Tokens
12/2023,How lucky u. Sebagai pecinta fore semoga dpt yg kek gini. Wkwkwk,"['lucky', 'sebagai', 'pecinta', 'fore', 'semoga', 'dpt', 'yg', 'kek', 'gini', 'wkwkwk']"
12/2023,Oat latte kopi kenangan juga enak nder,"['oat', 'latte', 'kopi', 'kenangan', 'juga', 'enak', 'nder']"
12/2023,point coffee yg palm sugar latte less sugar kalo mau yg agak pahit.,"['point', 'coffee', 'yg', 'palm', 'sugar', 'latte', 'sugar', 'kalo', 'mau', 'yg', 'agak', 'pahit']"
12/2023,"Fore yg caramel praline enak banget Kalo maen ke Bogor, wajib cobain es kopi Bogor Raindear","['fore', 'yg', 'caramel', 'praline', 'enak', 'banget', 'kalo', 'maen', 'ke', 'bogor', 'wajib', 'cobain', 'es', 'kopi', 'bogor', 'raindear']"
12/2023,Point coffee moccachino less sugar susunya ganti pake oatmilk atau caramel macchiato pake sauce caramel yg banyak!!!!,"['point', 'coffee', 'moccachino', 'sugar', 'susunya', 'ganti', 'pake', 'oatmilk', 'atau', 'caramel', 'macchiato', 'pake', 'sauce', 'caramel', 'yg', 'banyak']"
12/2023,Point coffee sugar palm latte itu enak nderr,"['point', 'coffee', 'sugar', 'palm', 'latte', 'itu', 'enak', 'nderr']"
12/2023,Fore yang triple peach americano seger banget! Tapi lama2 kayak minum stella. Tapi seger. Gimana yaaa,"['fore', 'yang', 'triple', 'peach', 'americano', 'seger', 'banget', 'tapi', 'kayak', 'minum', 'stella', 'tapi', 'seger', 'gimana', 'yaaa']"
12/2023,"point coffee minuman surga bgt nder, atau FM yang vanilla latte","['point', 'coffee', 'minuman', 'surga', 'bgt', 'nder', 'atau', 'fm', 'yang', 'vanilla', 'latte']"
12/2023,Point coffee nder wajib cobain,"['point', 'coffee', 'nder', 'wajib', 'cobain']"
12/2023,"Kopi kenangan: salted caramel avocado apaa gitu lupa namanya (non coffee), kopi kenangan resep rahasia CEO","['kopi', 'kenangan', 'salt', 'caramel', 'avocado', 'apaa', 'gitu', 'lupa', 'namanya', 'non', 'coffee', 'kopi', 'kenangan', 'resep', 'rahasia', 'ceo']"
12/2023,"Fore - Caramel Praline Macchiato, less sugar masih enak Tuku - Peppermint Mocha Tuku - Kopi Tetangga, less sugar, add caramel sauce Animo - Kopsus Le Aren, less sugar Kalau lagi ke Bandung bisa cobain James Son-nya Makmur Jaya","['fore', 'caramel', 'praline', 'macchiato', 'sugar', 'masih', 'enak', 'tuku', 'peppermint', 'mocha', 'tuku', 'kopi', 'tetangga', 'sugar', 'add', 'caramel', 'sauce', 'animo', 'kopsus', 'le', 'aren', 'sugar', 'kalau', 'lagi', 'ke', 'bandung', 'bisa', 'cobain', 'james', 'son', 'nya', 'makmur', 'jaya']"
12/2023,Pernah bukan mas pacar si cuma ada cowok ngasih karna tau aku suka fore matcha dan matcha chizu jadi bt bt kerja bawaannya matcha mulu wkwk,"['pernah', 'bukan', 'mas', 'pacar', 'si', 'cuma', 'ada', 'cowok', 'ngasih', 'karna', 'tau', 'aku', 'suka', 'fore', 'matcha', 'dan', 'matcha', 'chizu', 'jadi', 'bt', 'bt', 'kerja', 'bawaannya', 'matcha', 'mulu', 'wkwk']"
12/2023,"fm : ksk tuku ofc kst flash aren latte wajib + 1 shot calf es kop prem fore pandan latte, butterscoth sea salt tapi wajib + 1 shot","['fm', 'ksk', 'tuku', 'ofc', 'kst', 'flash', 'aren', 'latte', 'wajib', 'shot', 'calf', 'es', 'kop', 'prem', 'fore', 'pandan', 'latte', 'butterscoth', 'sea', 'salt', 'tapi', 'wajib', 'shot']"
12/2023,Nunggu pacar pulang dan akan kusikat butterscotch sea salt fore lagi seperti biasa,"['nunggu', 'pacar', 'pulang', 'dan', 'akan', 'kusikat', 'butterscotch', 'sea', 'salt', 'fore', 'lagi', 'seperti', 'biasa']"
12/2023,Fore butterstoch sea salt kok di lidahku rs nya kek kopi goodday varian apaa gt lupa pokoknya mirip,"['fore', 'butterstoch', 'sea', 'salt', 'kok', 'di', 'lidahku', 'rs', 'nya', 'kek', 'kopi', 'goodday', 'varian', 'apaa', 'gt', 'lupa', 'pokoknya', 'mirip']"
12/2023,"Kopken, duo shoot ice shaken Point coffee, cappucino latte extra shoot pokonya yg duo shoot","['kopken', 'duo', 'shoot', 'ice', 'shake', 'point', 'coffee', 'cappucino', 'latte', 'extra', 'shoot', 'pokonya', 'yg', 'duo', 'shoot']"
12/2023,Americano fore itu americano terenak yang pernah aku minum,"['americano', 'fore', 'itu', 'americano', 'terenak', 'yang', 'pernah', 'aku', 'minum']"
12/2023,"Point coffee yang kopi saku. Udah murah, enak lagi. 12k dah minum kopi enak menurutku ajaibbbbbb siiiih","['point', 'coffee', 'yang', 'kopi', 'saku', 'udah', 'murah', 'enak', 'lagi', 'dah', 'minum', 'kopi', 'enak', 'menurutku', 'ajaibbbbbb', 'siiiih']"
12/2023,pernah iseng nyobain kopi fore abis itu besoknya gamasuk kuliah krn sakit,"['pernah', 'iseng', 'nyobain', 'kopi', 'fore', 'abis', 'itu', 'besoknya', 'gamasuk', 'kuliah', 'krn', 'sakit']"
12/2023,1. Fore butterscotch 2. Tuku Kopi susu tetangga 3. Kopken tapi yg susunya pake oatside 4. Famima KSK No debat!!,"['fore', 'butterscotch', 'tuku', 'kopi', 'susu', 'tetangga', 'kopken', 'tapi', 'yg', 'susunya', 'pake', 'oatside', 'famima', 'ksk', 'debat']"
12/2023,Fore yg double iced shaken latte ini enak banget tp ini double shot espresso,"['fore', 'yg', 'double', 'iced', 'shake', 'latte', 'ini', 'enak', 'banget', 'tp', 'ini', 'double', 'shot', 'espresso']"
12/2023,"Kopi kenangan, dolce latte nya enak, terus percoklatan nya juga enak","['kopi', 'kenangan', 'dolce', 'latte', 'nya', 'enak', 'terus', 'percoklatan', 'nya', 'juga', 'enak']"
12/2023,Paling cocok di aku sih Fore Panda Latte,"['pale', 'cocok', 'di', 'aku', 'sih', 'fore', 'panda', 'latte']"
12/2023,"Aku tuh sebenernya ga begitu suka kopi, tp kalo kopinya Fore aku bs minum","['aku', 'tuh', 'sebenernya', 'ga', 'begitu', 'suka', 'kopi', 'tp', 'kalo', 'kopinya', 'fore', 'aku', 'bs', 'minum']"
12/2023,cpt rekomendasiin menu kopi di fore yang enakkk nderr,"['cpt', 'rekomendasiin', 'menu', 'kopi', 'di', 'fore', 'yang', 'enakkk', 'nderr']"
12/2023,Fore yg irish endul,"['fore', 'yg', 'irish', 'endul']"
12/2023,Fore yg caramel praline enak!,"['fore', 'yg', 'caramel', 'praline', 'enak']"
12/2023,"Kopi Kenangan,Iced Latte Buat penggemar es kopi susu yg ga terlalu manis ini perfect bgt Pilih ukuran Large untuk moodboostermu","['kopi', 'kenangan', 'iced', 'latte', 'buat', 'penggemar', 'es', 'kopi', 'susu', 'yg', 'ga', 'terlalu', 'manis', 'ini', 'perfect', 'bgt', 'pilih', 'ukuran', 'large', 'untuk', 'moodboostermu']"
12/2023,BUTTERSCOTCH SEA SALT FORE EMANG SEEEEEEEE ENAK ITU YA ALLAHHHHHHHHHHH,"['butterscotch', 'sea', 'salt', 'fore', 'emang', 'seeeeeeee', 'enak', 'itu', 'ya', 'allahhhhhhhhhhh']"
12/2023,"kopken oatside kenangan mantan sm yg mocha black forest point coffee kalo botolan yg baper hazelnut, kalo yg cup caramel machiatto","['kopken', 'oatside', 'kenangan', 'mantan', 'sm', 'yg', 'mocha', 'black', 'forest', 'point', 'coffee', 'kalo', 'botolan', 'yg', 'baper', 'hazelnut', 'kalo', 'yg', 'cup', 'caramel', 'machiatto']"
12/2023,"Fm yang ksk, janjiw double shaken senja, calf premium/smooth, fore yg butterscotch sea salt/aren latte","['fm', 'yang', 'ksk', 'janjiw', 'double', 'shake', 'senja', 'calf', 'premium', 'smooth', 'fore', 'yg', 'butterscotch', 'sea', 'salt', 'aren', 'latte']"
12/2023,Point Coffee seenak itu gada dilist? Kacau!!!,"['point', 'coffee', 'seenak', 'itu', 'gada', 'dilist', 'kacau']"
12/2023,Plis sama . Tiap lagi badmood pasti langsung di beliin fore,"['plis', 'sama', 'tiap', 'lagi', 'badmood', 'pasti', 'langsung', 'di', 'beliin', 'fore']"
12/2023,Point Coffee. Any coffees. Enak semua jujur.,"['point', 'coffee', 'coffee', 'enak', 'semua', 'jujur']"
12/2023,"Janji jiwa kopi milo, tomoro oat latte","['janji', 'jiwa', 'kopi', 'milo', 'tomoro', 'oat', 'latte']"
12/2023,Semua menu tomoro coffee pokoknyaaaa aaaa,"['semua', 'menu', 'tomoro', 'coffee', 'pokoknyaaaa', 'aaaa']"
12/2023,"seperdua kopi daily latte creamy enak mana creamy bgt. kalo mau yg lebih kerasa kopinya bisa nyobain daily latte strong. salted caramel sama red velvetnya couvee enakkk. oiya menu fore yg cafe malt latte juga enak nder, kemaren aku nyobain tp less sugar biar ga kemanisan","['seperdua', 'kopi', 'daily', 'latte', 'creamy', 'enak', 'mana', 'creamy', 'bgt', 'kalo', 'mau', 'yg', 'lebih', 'kerasa', 'kopinya', 'bisa', 'nyobain', 'daily', 'latte', 'strong', 'salt', 'caramel', 'sama', 'red', 'velvetnya', 'couvee', 'enakkk', 'oiya', 'menu', 'fore', 'yg', 'cafe', 'malt', 'latte', 'juga', 'enak', 'nder', 'kemaren', 'aku', 'nyobain', 'tp', 'sugar', 'biar', 'ga', 'kemanisan']"
12/2023,"flash: latte non coffee sih, bils: matcha (no sugar) sama iniii resep andalanku kalo di fore","['flash', 'latte', 'non', 'coffee', 'sih', 'bil', 'matcha', 'sugar', 'sama', 'iniii', 'resep', 'andalanku', 'kalo', 'di', 'fore']"
12/2023,point coffee palm sugar latte wajib cobaaa!!,"['point', 'coffee', 'palm', 'sugar', 'latte', 'wajib', 'cobaaa']"
12/2023,"Point coffee, tomorro buat yg suka pahit, kalo yg suka light, manis dan creamy kopte jg lumayan, tim kopte daripada janjiw/kenangan lebih murah jg wkwk","['point', 'coffee', 'tomorro', 'buat', 'yg', 'suka', 'pahit', 'kalo', 'yg', 'suka', 'light', 'manis', 'dan', 'creamy', 'kopte', 'jg', 'lumayan', 'tim', 'kopte', 'daripada', 'janjiw', 'kenangan', 'lebih', 'murah', 'jg', 'wkwk']"
12/2023,Mau tambahin kopsusnya Jatinangor House enak bgt deh. Makmur jaya enak juga Fore yg caramel macchiato tetep nomor 1,"['mau', 'tambahin', 'kopsusnya', 'jatinangor', 'house', 'enak', 'bgt', 'deh', 'makmur', 'jaya', 'enak', 'juga', 'fore', 'yg', 'caramel', 'macchiato', 'tetep', 'nomor']"
12/2023,jadi tbtb mau fore,"['jadi', 'tbtb', 'mau', 'fore']"
12/2023,alah nder trauma gue sama fore,"['alah', 'nder', 'trauma', 'gue', 'sama', 'fore']"
12/2023,point coffee edisi kopi baper : jadul enak bgt nder,"['point', 'coffee', 'edisi', 'kopi', 'baper', 'jadul', 'enak', 'bgt', 'nder']"
12/2023,"kepo bgt sama rasane fore, tuku aja masih belum tau rasanya","['kepo', 'bgt', 'sama', 'rasane', 'fore', 'tuku', 'aja', 'masih', 'belum', 'tau', 'rasanya']"
12/2023,semua yg di fore,"['semua', 'yg', 'di', 'fore']"
12/2023,"fore - yg varian baru!! yg atasnya ada creamy foamnya. ada 3 varian dan enak semua kopken - plis hrs cobain kopsus yg varian oat! enakbgt! matchanya juga enakbgt gilaaak kalo mo coba yg versi bdg, kopi little contrast (earl grey) & kopi makmur jaya yg aren ENAKBGTTT LEGITTT","['fore', 'yg', 'varian', 'baru', 'yg', 'atasnya', 'ada', 'creamy', 'foamnya', 'ada', 'varian', 'dan', 'enak', 'semua', 'kopken', 'plis', 'hrs', 'cobain', 'kopsus', 'yg', 'varian', 'oat', 'enakbgt', 'matchanya', 'juga', 'enakbgt', 'gilaaak', 'kalo', 'mo', 'coba', 'yg', 'versi', 'bdg', 'kopi', 'little', 'contrast', 'earl', 'grey', 'kopi', 'makmur', 'jaya', 'yg', 'aren', 'enakbgttt', 'legittt']"
12/2023,"Arah Kapi, Tomoro, Warung Sukma terbaik","['arah', 'kapi', 'tomoro', 'warung', 'sukma', 'terbaik']"
12/2023,lambung kejang gpp asal 100 fore (prinsip gw),"['lambung', 'kejang', 'gpp', 'asal', 'fore', 'prinsip', 'gw']"
12/2023,"janji jiwa yang kopi senja enak, mirip2 sama palm sugar lattenya point coffee","['janji', 'jiwa', 'yang', 'kopi', 'senja', 'enak', 'sama', 'palm', 'sugar', 'lattenya', 'point', 'coffee']"
12/2023,"Coffee latte tomoro enakk, coffee milo janjiw jg enak","['coffee', 'latte', 'tomoro', 'enakk', 'coffee', 'milo', 'janjiw', 'jg', 'enak']"
12/2023,"lebih milih minum tuku, kopken, fore, and fam mart","['lebih', 'milih', 'minum', 'tuku', 'kopken', 'fore', 'fam', 'mart']"
12/2023,"Aku suka Breve lattenya Tomoro, Salted caramel Djournal juga oke. Kalo point caramel macchiato sama cookies n cream.","['aku', 'suka', 'breve', 'lattenya', 'tomoro', 'salt', 'caramel', 'djournal', 'juga', 'oke', 'kalo', 'point', 'caramel', 'macchiato', 'sama', 'cookies', 'n', 'cream']"
12/2023,Fore - manuka americano tuh enak banget wajib cobain,"['fore', 'manuka', 'americano', 'tuh', 'enak', 'banget', 'wajib', 'cobain']"
12/2023,"buset mana fore semua, kalo gue auto geed sih ndeerrr.. tp selamat ya nder km dapet cwo yg super baikk","['buset', 'mana', 'fore', 'semua', 'kalo', 'gue', 'auto', 'geed', 'sih', 'ndeerrr', 'tp', 'selamat', 'ya', 'nder', 'km', 'dapet', 'cwo', 'yg', 'super', 'baikk']"
12/2023,"aku jarang minum kopi, dan suka mules kalo salah minum kopi Tapi kemarin coba Fore yg Berry Manuka Americano, itu enak bangeeet beneraaan!! Americano + Manuka (kalo gasalah ini tuh jenis madu) + pure strawberry Seger, asem, ada pait"" kopi tapi ga gitu strong","['aku', 'jarang', 'minum', 'kopi', 'dan', 'suka', 'mule', 'kalo', 'salah', 'minum', 'kopi', 'tapi', 'kemarin', 'coba', 'fore', 'yg', 'berry', 'manuka', 'americano', 'itu', 'enak', 'bangeeet', 'beneraaan', 'americano', 'manuka', 'kalo', 'gasalah', 'ini', 'tuh', 'jenis', 'madu', 'pure', 'strawberry', 'seger', 'asem', 'ada', 'pait', 'kopi', 'tapi', 'ga', 'gitu', 'strong']"
12/2023,fore nya praline gak masok?,"['fore', 'nya', 'praline', 'gak', 'masok']"
12/2023,"janji jiwa cobain double shaken , fore yang kopi pandan sama butterscotch sea salt","['janji', 'jiwa', 'cobain', 'double', 'shake', 'fore', 'yang', 'kopi', 'pandan', 'sama', 'butterscotch', 'sea', 'salt']"
12/2023,kopken vanilla latte!! tomoro jg enakk,"['kopken', 'vanilla', 'latte', 'tomoro', 'jg', 'enakk']"
12/2023,LU KL KE FORE COBAIN BUTTECREAM TIRAMISU BJIIIRR,"['lu', 'kl', 'ke', 'fore', 'cobain', 'buttecream', 'tiramisu', 'bjiiirr']"
12/2023,"sama point coffee yang palm sugar latte, sama apatu kopi saku. enak kok","['sama', 'point', 'coffee', 'yang', 'palm', 'sugar', 'latte', 'sama', 'apatu', 'kopi', 'saku', 'enak', 'kok']"
12/2023,Point coffee enak2 kok. Kadang suka mikir kenapa sbux kopinya gitu amat yaa? Wkwkwk,"['point', 'coffee', 'kok', 'kadang', 'suka', 'mikir', 'kenapa', 'sbux', 'kopinya', 'gitu', 'amat', 'yaa', 'wkwkwk']"
12/2023,"Calf, Tuku, Tomoro, Point itu A+","['calf', 'tuku', 'tomoro', 'point', 'itu']"
12/2023,Kopi baper yang varian jadul di point coffee. Tambah es. Enakkk,"['kopi', 'baper', 'yang', 'varian', 'jadul', 'di', 'point', 'coffee', 'tambah', 'es', 'enakkk']"
12/2023,Fore best bangeeet suka jajan kopi ini sama doi,"['fore', 'good', 'bangeeet', 'suka', 'jajan', 'kopi', 'ini', 'sama', 'doi']"
12/2023,Lebih enak fore menurutku,"['lebih', 'enak', 'fore', 'menurutku']"
12/2023,"Kalo tomoro emang jangan beli yg kopsu2an, mending americano atau infusednya aja enak kok. Aku suka jasmine americanonya.","['kalo', 'tomoro', 'emang', 'jangan', 'beli', 'yg', 'mend', 'americano', 'atau', 'infusednya', 'aja', 'enak', 'kok', 'aku', 'suka', 'jasmine', 'americanonya']"
12/2023,Aku saranin kalo beli tomoro yang Americano aja nder. Kalo yg lain menurutku eneg,"['aku', 'saranin', 'kalo', 'beli', 'tomoro', 'yang', 'americano', 'aja', 'nder', 'kalo', 'yg', 'lain', 'menurutku', 'eneg']"
12/2023,Sebagai pecinta kopi murah Iya tomoro biasa aja kok wkwk tapi matcha sama hojicha enak. Ini aplikasinya masih di hp,"['sebagai', 'pecinta', 'kopi', 'murah', 'iya', 'tomoro', 'biasa', 'aja', 'kok', 'wkwk', 'tapi', 'matcha', 'sama', 'hojicha', 'enak', 'ini', 'aplikasinya', 'masih', 'di', 'hp']"
12/2023,Kalai tomoro emang non coffee nya sih juara,"['kalai', 'tomoro', 'emang', 'non', 'coffee', 'nya', 'sih', 'juara']"
12/2023,"Aneh juga frappenya, kalo beli online tu frappenya non whipcream, jadi bayar terpisah, gw kek dimana2 beli frappe tuh identik sama whipcream, kenapa di tomoro dipisah deh dan lagi masih banyak opsi kopi lokal lain sih, jadi cukup sekali nyoba tomoro","['aneh', 'juga', 'frappenya', 'kalo', 'beli', 'online', 'tu', 'frappenya', 'non', 'whipcream', 'jadi', 'bayar', 'terpisah', 'gw', 'kek', 'beli', 'frappe', 'tuh', 'identik', 'sama', 'whipcream', 'kenapa', 'di', 'tomoro', 'dipisah', 'deh', 'dan', 'lagi', 'masih', 'banyak', 'opsi', 'kopi', 'lokal', 'lain', 'sih', 'jadi', 'cukup', 'sekali', 'nyoba', 'tomoro']"
12/2023,"Di gue juga kerasa gaenak kok nder, kopinya berasa hambar bgt ga berasa kopinya. Tomoro enak non coffeenya aja","['di', 'gue', 'juga', 'kerasa', 'gaenak', 'kok', 'nder', 'kopinya', 'berasa', 'hambar', 'bgt', 'ga', 'berasa', 'kopinya', 'tomoro', 'enak', 'non', 'coffeenya', 'aja']"
12/2023,"Aku pun juga ngga terlalu cocok untuk tomoro. Tapi kadang tuh tiap outlet tuh kadang beda rasa nder. Aku nyoba tomoro A dan B. Nah, tomoro outlet B itu lebih mendingan daripada outlet A. Tapi jujur untuk yang masih terbaik menurutku ya Fore","['aku', 'pun', 'juga', 'ngga', 'terlalu', 'cocok', 'untuk', 'tomoro', 'tapi', 'kadang', 'tuh', 'tiap', 'outlet', 'tuh', 'kadang', 'beda', 'rasa', 'nder', 'aku', 'nyoba', 'tomoro', 'dan', 'nah', 'tomoro', 'outlet', 'b', 'itu', 'lebih', 'mendingan', 'daripada', 'outlet', 'tapi', 'jujur', 'untuk', 'yang', 'masih', 'terbaik', 'menurutku', 'ya', 'fore']"
12/2023,ada yg mau bantu klik link kopi gratis tomoro gaa,"['ada', 'yg', 'mau', 'bantu', 'klik', 'link', 'kopi', 'gratis', 'tomoro', 'gaa']"
12/2023,"first time ke tomoro mw beli croissantnya, pas lg pilih rasanya, tbtb mas2 kasirnya bilang “pastrynya kami ada kerjasama bareng sbux, jd kurang lebih rasanya mirip sbux kak”. aku yg ga terlalu dengerin masnya + lupa klo sbux di boikot, jd cuma iya2 aja. dan skrg baru kepikiran","['time', 'ke', 'tomoro', 'mw', 'beli', 'croissantnya', 'pas', 'lg', 'pilih', 'rasanya', 'tbtb', 'kasirnya', 'bilang', 'pastrynya', 'kami', 'ada', 'kerjasama', 'bareng', 'sbux', 'jd', 'kurang', 'lebih', 'rasanya', 'mirip', 'sbux', 'kak', 'aku', 'yg', 'ga', 'terlalu', 'dengerin', 'masnya', 'lupa', 'klo', 'sbux', 'di', 'boikot', 'jd', 'cuma', 'aja', 'dan', 'skrg', 'baru', 'kepikiran']"
12/2023,Emg gaenak tomoro mah,"['emg', 'gaenak', 'tomoro', 'mah']"
12/2023,"Sama bangettt, waktu itu acara kantor beli tomoro dan rasanya kurang banget, akhirnya trauma","['sama', 'bangettt', 'waktu', 'itu', 'acara', 'kantor', 'beli', 'tomoro', 'dan', 'rasanya', 'kurang', 'banget', 'akhirnya', 'trauma']"
12/2023,Fore lebih enak sih,"['fore', 'lebih', 'enak', 'sih']"
12/2023,hmm emang si nder lidah orang beda2. Soalnya dulu gue tim KSK nya FM atau Dolcenya kopken. Eh pas kenal Tomoro sekarang gue langsung jadi tim tomoro,"['hmm', 'emang', 'si', 'nder', 'lidah', 'orang', 'soalnya', 'dulu', 'gue', 'tim', 'ksk', 'nya', 'fm', 'atau', 'dolcenya', 'kopken', 'eh', 'pas', 'kenal', 'tomoro', 'sekarang', 'gue', 'langsung', 'jadi', 'tim', 'tomoro']"
12/2023,Kalau tomoro rekomen coklatnya sih,"['kalau', 'tomoro', 'rekomen', 'coklatnya', 'sih']"
12/2023,"Iyaa mmg kureng sih menurutku udh nyobain yg aren sm caramel machiatto, ttp aja ga sreg d lidahku Mending point atau fore deh","['iyaa', 'mmg', 'kureng', 'sih', 'menurutku', 'udh', 'nyobain', 'yg', 'aren', 'sm', 'caramel', 'machiatto', 'ttp', 'aja', 'ga', 'sreg', 'd', 'lidahku', 'mend', 'point', 'atau', 'fore', 'deh']"
12/2023,kenapa irish latte fore gak ada!!,"['kenapa', 'irish', 'latte', 'fore', 'gak', 'ada']"
12/2023,fore yang mint choco juha enak nderr,"['fore', 'yang', 'mint', 'choco', 'juha', 'enak', 'nderr']"
12/2023,"ee tapii masa aku beli choco oat latte tomoro di salah satu cabang, rasanya kyk bener2 air sm gula doang coklatnya gak berasa samsek bikin tenggorokan sakit dehh","['ee', 'tapii', 'masa', 'aku', 'beli', 'choco', 'oat', 'latte', 'tomoro', 'di', 'salah', 'satu', 'cabang', 'rasanya', 'kyk', 'air', 'sm', 'gula', 'doang', 'coklatnya', 'gak', 'berasa', 'samsek', 'bikin', 'tenggorokan', 'sakit', 'dehh']"
12/2023,"ini aku jg baru nyobaa, tp maap bgt di lidahku msh b aja. atau mungkin ada rekomendasi varian lain yg lebih enak? ini aku yg tomoro aren latte btw","['ini', 'aku', 'jg', 'baru', 'nyobaa', 'tp', 'maap', 'bgt', 'di', 'lidahku', 'msh', 'b', 'aja', 'atau', 'mungkin', 'ada', 'rekomendasi', 'varian', 'lain', 'yg', 'lebih', 'enak', 'ini', 'aku', 'yg', 'tomoro', 'aren', 'latte', 'btw']"
12/2023,jadi di tomoro yg enak kerasa kopinya yang mana dong ? Deket rumah baru buka gede banget tp kaya mager tiap mau kesitu,"['jadi', 'di', 'tomoro', 'yg', 'enak', 'kerasa', 'kopinya', 'yang', 'mana', 'dong', 'deket', 'rumah', 'baru', 'buka', 'gede', 'banget', 'tp', 'kaya', 'mager', 'tiap', 'mau', 'kesitu']"
12/2023,"Butterscotch sea saltnya fore baru minum stengah gelas, keburu muntah, makanan tadi pagi keluar semua. Kapok gamau beli lagi tapi emang enak si wkwk","['butterscotch', 'sea', 'saltnya', 'fore', 'baru', 'minum', 'stengah', 'gela', 'keburu', 'muntah', 'makanan', 'tadi', 'pagi', 'keluar', 'semua', 'kapok', 'gamau', 'beli', 'lagi', 'tapi', 'emang', 'enak', 'si', 'wkwk']"
12/2023,Coba Tuku/Fore/indo point,"['coba', 'tuku', 'fore', 'indo', 'point']"
12/2023,"Es Kopi Susu Tetangga Sebelah enak banget, nder Cookies n creamnya enak parah sih Tomoro coffee juga lumayan","['es', 'kopi', 'susu', 'tetangga', 'sebelah', 'enak', 'banget', 'nder', 'cookie', 'n', 'creamnya', 'enak', 'parah', 'sih', 'tomoro', 'coffee', 'juga', 'lumayan']"
12/2023,Aku nyoba matcha enakk bgt biasanya manis bgt tp di tomoro kentel macha enakk :'),"['aku', 'nyoba', 'matcha', 'enakk', 'bgt', 'biasanya', 'manis', 'bgt', 'tp', 'di', 'tomoro', 'kentel', 'macha', 'enakk']"
12/2023,aku malah kalo ke tomoro suka strawberry smoothiesnyaaa enak bgt segeer,"['aku', 'malah', 'kalo', 'ke', 'tomoro', 'suka', 'strawberry', 'smoothiesnyaaa', 'enak', 'bgt', 'segeer']"
12/2023,"Mang b aja sik, sampe skrg blm ada niatan balik lg ke tomoro, keknya cukup sekali nyoba aja","['mang', 'b', 'aja', 'sik', 'sampe', 'skrg', 'blm', 'ada', 'niatan', 'balik', 'lg', 'ke', 'tomoro', 'keknya', 'cukup', 'sekali', 'nyoba', 'aja']"
